TrackMan Performance Studio
Player: Sample Player
Facility: Home Simulator

Date,Time,Club,Club Speed [mph],Attack Angle [deg],Club Path [deg],Face Angle [deg],Face To Path [deg],Dynamic Loft [deg],Spin Loft [deg],Low Point [in],Impact Offset [mm],Impact Height [mm],Ball Speed [mph],Smash Factor,Launch Angle [deg],Launch Direction [deg],Spin Rate [rpm],Spin Axis [deg],Carry [yds],Total [yds],Side [yds],Curve [yds],Height [ft],Landing Angle [deg],Hang Time [s]
2026-08-24,14:34:00,7 Iron,83.3,-4.9,-3.2,-1.0,2.1,25.2,30.1,2.9,0.5,2.1,110.9,1.331,16.5,-2.1,7076,6.1,163.3,167.3,-1.8,4.2,26.0,42.3,5.9
2026-08-24,14:35:00,7 Iron,82.0,-4.4,-5.3,-4.2,1.2,28.2,32.6,1.8,16.1,7.9,106.6,1.301,16.4,-5.0,7372,3.1,158.8,162.8,-11.7,2.1,30.4,47.2,6.5
2026-08-24,14:36:00,7 Iron,80.5,-3.8,-2.4,1.1,3.5,29.0,32.9,0.9,27.9,6.7,96.1,1.194,17.1,0.2,7250,9.1,120.2,124.2,4.9,4.6,36.5,51.7,5.8
2026-08-24,14:37:00,7 Iron,82.6,-3.2,-3.4,-0.8,2.5,28.4,31.6,1.4,11.2,-6.4,109.7,1.328,17.5,-1.1,7070,7.1,161.0,165.0,1.8,4.8,31.5,44.4,6.9
2026-08-24,14:38:00,7 Iron,81.3,-2.5,-4.1,-2.0,2.0,27.3,29.9,3.4,5.4,4.3,106.3,1.306,17.3,-1.5,6639,7.3,155.8,159.8,0.6,4.8,27.9,45.3,6.3
2026-08-24,14:39:00,7 Iron,81.6,-4.5,-3.6,2.7,6.2,28.4,32.8,4.7,4.3,2.2,109.1,1.337,16.5,1.1,6986,17.3,161.9,165.9,14.9,11.7,26.7,45.5,6.0
2026-08-24,14:40:00,7 Iron,80.5,-3.7,-2.9,1.3,4.2,28.6,32.3,3.1,15.9,-4.4,104.7,1.300,16.9,0.8,7090,10.5,154.5,158.5,9.1,6.8,24.4,47.8,6.5
2026-08-24,14:41:00,7 Iron,85.0,-2.3,-4.1,-0.2,3.9,27.6,29.9,2.9,3.2,0.9,112.3,1.321,18.5,-0.3,6599,9.9,164.5,168.5,6.0,6.9,33.0,44.7,6.1
2026-08-24,14:42:00,7 Iron,80.0,-3.5,-1.0,2.9,3.9,28.4,31.9,1.7,16.2,1.0,94.8,1.185,16.2,2.1,6984,7.4,119.9,123.9,8.1,3.7,31.6,47.3,6.1
2026-08-24,14:43:00,7 Iron,84.3,-4.1,0.0,2.2,2.2,27.3,31.4,0.1,3.1,1.7,110.2,1.307,18.2,1.4,6693,4.9,160.4,164.4,7.1,3.3,29.6,43.9,5.4
2026-08-24,14:44:00,7 Iron,80.5,-4.5,-4.1,1.6,5.7,27.2,31.7,2.5,11.7,4.5,104.2,1.294,16.5,0.7,7843,16.6,155.9,159.9,12.7,10.9,27.8,46.6,6.9
2026-08-24,14:45:00,PW,73.2,-3.6,-0.9,1.6,2.5,33.9,37.5,4.1,5.6,0.2,89.8,1.227,27.1,1.4,8585,6.7,115.0,117.0,6.1,3.2,29.3,44.7,6.5
2026-08-24,14:46:00,PW,74.1,-4.7,1.3,1.1,-0.2,30.8,35.4,0.4,-0.8,-3.1,90.7,1.224,23.0,1.5,8502,-0.6,118.5,120.5,2.8,-0.3,26.4,46.1,6.2
2026-08-24,14:47:00,PW,74.7,-3.5,-2.0,-3.4,-1.4,33.2,36.7,2.9,-6.4,8.1,91.2,1.221,25.1,-3.0,10028,-2.9,119.2,121.2,-7.7,-1.5,29.2,43.5,7.0
2026-08-24,14:48:00,PW,74.0,-4.5,-1.4,-0.8,0.5,34.0,38.5,2.8,1.5,2.3,86.9,1.174,25.5,-1.0,8877,1.8,116.8,118.8,-1.1,0.9,24.6,45.1,6.0
2026-08-24,14:49:00,PW,73.2,-4.0,0.0,0.7,0.7,35.0,39.1,3.7,-3.4,-3.1,89.9,1.228,25.7,-0.5,10314,1.5,117.3,119.3,-0.3,0.7,30.6,39.8,6.1
2026-08-24,14:50:00,PW,72.9,-4.2,-4.9,-7.1,-2.1,36.5,40.7,2.9,-3.3,6.3,87.2,1.197,25.1,-6.1,9728,-5.2,114.4,116.4,-14.8,-2.5,28.6,46.3,6.3
2026-08-24,14:51:00,PW,74.0,-6.7,0.7,2.1,1.4,32.8,39.6,3.6,-6.1,2.2,87.3,1.179,26.8,1.7,10572,4.0,113.8,115.8,5.2,1.9,28.9,44.0,4.8
2026-08-24,14:52:00,PW,74.5,-3.7,-4.6,-3.2,1.4,33.8,37.6,3.9,3.0,-2.8,92.8,1.247,23.6,-3.6,8769,5.2,121.2,123.2,-5.0,2.6,24.1,41.8,6.1
2026-08-24,14:53:00,PW,73.4,-2.9,0.7,0.5,-0.2,34.1,36.9,5.2,3.4,0.5,87.2,1.188,24.3,0.5,9660,0.2,113.4,115.4,1.1,0.1,30.0,40.0,5.9
2026-08-24,14:54:00,PW,74.1,-4.6,-1.2,0.1,1.3,34.1,38.8,2.6,1.9,9.0,90.7,1.224,25.5,0.2,9287,3.2,114.9,116.9,1.9,1.5,23.9,51.1,6.8
